1st Q,1st Q,1st Q,1st Q,1st Q,1st Q
8:20.0,,,10-7,,Defensive rebound by J. Murray
8:05.0,,,10-10,+3,C. Johnson makes 3-pt jump shot from 24 ft (assist by J. Murray)
7:49.0,D. Melton misses 3-pt jump shot from 25 ft,,10-10,,
7:45.0,,,10-10,,Defensive rebound by J. Murray
7:41.0,,,10-10,,Personal foul by D. Green (drawn by J. Murray)
7:38.0,,,10-10,,Personal foul by G. Payton (drawn by P. Watson)
7:33.0,,,10-13,+3,P. Watson makes 3-pt jump shot from 24 ft (assist by N. JokiÄ)
7:18.0,L. Cryer misses 3-pt jump shot from 27 ft,,10-13,,
7:16.0,,,10-13,,Defensive rebound by N. JokiÄ
7:04.0,,,10-13,,C. Braun misses 3-pt jump shot from 23 ft
7:01.0,Defensive rebound by K. PorziÅÄ£is,,10-13,,
6:55.0,Personal foul by P. Watson (drawn by K. PorziÅÄ£is),,10-13,,
6:55.0,,,10-13,,Denver full timeout
6:55.0,G. Santos enters the game for D. Melton,,10-13,,
6:55.0,P. Spencer enters the game for K. PorziÅÄ£is,,10-13,,
6:55.0,,,10-13,,T. Hardaway enters the game for C. Johnson
6:46.0,G. Payton makes 2-pt layup from 2 ft (assist by D. Green),+2,12-13,,
6:46.0,Shooting foul by J. Murray (drawn by G. Payton),,12-13,,
6:46.0,G. Payton makes free throw 1 of 1,+1,13-13,,
6:33.0,,,13-13,,N. JokiÄ misses 2-pt jump shot from 11 ft
6:32.0,Defensive rebound by G. Santos,,13-13,,
6:17.0,P. Spencer makes 2-pt jump shot from 14 ft,+2,15-13,,
5:59.0,,,15-13,,Personal foul by G. Santos (drawn by N. JokiÄ)
5:59.0,,,15-13,,S. Jones enters the game for P. Watson
5:49.0,,,15-13,,N. JokiÄ misses 2-pt jump shot from 10 ft
5:46.0,Defensive rebound by D. Green,,15-13,,
5:33.0,D. Green makes 3-pt jump shot from 26 ft (assist by P. Spencer),+3,18-13,,
5:19.0,,,18-13,,N. JokiÄ misses 3-pt jump shot from 25 ft
5:17.0,Defensive rebound by G. Payton,,18-13,,
4:59.0,D. Green misses 3-pt jump shot from 23 ft,,18-13,,
4:54.0,Offensive rebound by G. Payton,,18-13,,
4:50.0,P. Spencer misses 3-pt jump shot from 30 ft,,18-13,,
4:46.0,,,18-13,,Defensive rebound by N. JokiÄ
4:38.0,,,18-13,,Shooting foul by G. Payton (drawn by J. Murray)
4:38.0,,,18-14,+1,J. Murray makes free throw 1 of 2
4:38.0,B. Podziemski enters the game for L. Cryer,,18-14,,
4:38.0,N. Williams enters the game for G. Payton,,18-14,,
4:38.0,,,18-15,+1,J. Murray makes free throw 2 of 2
4:31.0,Personal foul by S. Jones (drawn by G. Santos),,18-15,,
4:24.0,G. Santos misses 3-pt jump shot from 25 ft,,18-15,,
4:21.0,,,18-15,,Defensive rebound by C. Braun
4:17.0,,,18-15,,T. Hardaway misses 3-pt jump shot from 25 ft
4:15.0,Defensive rebound by N. Williams,,18-15,,
3:59.0,N. Williams misses 3-pt jump shot from 24 ft,,18-15,,
3:55.0,,,18-15,,Defensive rebound by J. Murray
3:47.0,,,18-15,,Turnover by S. Jones (bad pass; steal by P. Spencer)
3:33.0,G. Santos makes 3-pt jump shot from 23 ft (assist by D. Green),+3,21-15,,
3:19.0,,,21-17,+2,J. Murray makes 2-pt layup from 3 ft (assist by N. JokiÄ)
3:19.0,,,21-17,,Shooting foul by P. Spencer (drawn by J. Murray)
3:19.0,Golden State full timeout,,21-17,,
3:19.0,S. Curry enters the game for D. Green,,21-17,,
3:19.0,K. PorziÅÄ£is enters the game for G. Santos,,21-17,,
3:19.0,Q. Post enters the game for P. Spencer,,21-17,,
3:19.0,,,21-17,,B. Brown enters the game for C. Braun
3:19.0,,,21-17,,J. Murray misses free throw 1 of 1
3:17.0,Defensive rebound by N. Williams,,21-17,,
2:57.0,Turnover by K. PorziÅÄ£is (bad pass; steal by S. Jones),,21-17,,
2:53.0,,,21-19,+2,B. Brown makes 2-pt layup from 1 ft (assist by J. Murray)
2:39.0,B. Podziemski makes 2-pt jump shot from 12 ft,+2,23-19,,
2:24.0,,,23-21,+2,N. JokiÄ makes 2-pt jump shot from 8 ft (assist by S. Jones)
2:03.0,Turnover by N. Williams (bad pass; steal by T. Hardaway),,23-21,,
1:59.0,,,23-21,,T. Hardaway misses 3-pt jump shot from 27 ft
1:54.0,Defensive rebound by B. Podziemski,,23-21,,
1:51.0,Personal foul by B. Brown (drawn by B. Podziemski),,23-21,,
1:51.0,,,23-21,,C. Johnson enters the game for J. Murray
1:36.0,N. Williams misses 3-pt jump shot from 24 ft,,23-21,,
1:35.0,Offensive rebound by Team,,23-21,,
1:35.0,G. Santos enters the game for N. Williams,,23-21,,
1:22.0,B. Podziemski makes 2-pt jump shot from 15 ft (assist by G. Santos),+2,25-21,,
1:03.0,,,25-21,,C. Johnson misses 3-pt jump shot from 25 ft
1:01.0,Defensive rebound by Team,,25-21,,
0:44.0,G. Santos misses 3-pt jump shot from 26 ft,,25-21,,
0:41.0,Offensive rebound by Q. Post,,25-21,,
0:39.0,G. Santos misses 2-pt layup from 6 ft (block by S. Jones),,25-21,,
0:39.0,Offensive rebound by Team,,25-21,,
0:37.0,K. PorziÅÄ£is makes 3-pt jump shot from 27 ft (assist by B. Podziemski),+3,28-21,,
0:26.0,,,28-23,+2,N. JokiÄ makes 2-pt jump shot from 13 ft (assist by C. Johnson)
0:00.0,Turnover by Team (shot clock),,28-23,,
0:00.0,,,28-23,,Team misses heave shot
0:00.0,,,28-23,,Offensive rebound by Team
0:00.0,End of 1st quarter,End of 1st quarter,End of 1st quarter,End of 1st quarter,End of 1st quarter
2nd Q,2nd Q,2nd Q,2nd Q,2nd Q,2nd Q
Time,Golden State,,Score,,Denver
12:00.0,Start of 2nd quarter,Start of 2nd quarter,Start of 2nd quarter,Start of 2nd quarter,Start of 2nd quarter
11:48.0,,,28-25,+2,J. Murray makes 2-pt jump shot from 19 ft
11:25.0,Turnover by Team (shot clock),,28-25,,
11:06.0,,,28-25,,C. Johnson misses 2-pt jump shot from 10 ft
11:05.0,,,28-25,,Offensive rebound by Team
11:01.0,,,28-28,+3,B. Brown makes 3-pt jump shot from 30 ft (assist by J. Murray)
10:46.0,G. Santos misses 2-pt layup from 3 ft (block by C. Johnson),,28-28,,
10:46.0,Offensive rebound by Team,,28-28,,
10:43.0,D. Melton misses 3-pt jump shot from 24 ft,,28-28,,
10:38.0,,,28-28,,Defensive rebound by T. Hardaway
10:24.0,,,28-28,,J. Murray misses 3-pt jump shot from 26 ft
10:20.0,Defensive rebound by G. Payton,,28-28,,
10:13.0,D. Melton misses 2-pt jump shot from 21 ft,,28-28,,
10:10.0,,,28-28,,Defensive rebound by Z. Nnaji
9:59.0,,,28-28,,Turnover by J. Murray (lost ball; steal by D. Melton)
9:57.0,Personal foul by Z. Nnaji (drawn by G. Payton),,28-28,,
9:57.0,Instant Replay,,28-28,,
9:57.0,,,28-28,,Technical foul by Z. Nnaji
9:57.0,Technical foul by D. Melton,,28-28,,
9:57.0,Technical foul by G. Payton,,28-28,,
9:57.0,,,28-29,+1,J. Murray makes technical free throw
9:46.0,Turnover by G. Santos (bad pass; steal by B. Brown),,28-29,,
9:35.0,,,28-29,,Turnover by J. Murray (bad pass; steal by D. Green)
9:18.0,Turnover by D. Green (bad pass),,28-29,,
9:18.0,B. Podziemski enters the game for L. Cryer,,28-29,,
9:18.0,K. PorziÅÄ£is enters the game for D. Melton,,28-29,,
9:18.0,P. Spencer enters the game for G. Santos,,28-29,,
9:03.0,,,28-29,,Personal foul by P. Spencer (drawn by T. Hardaway)
8:51.0,,,28-32,+3,T. Hardaway makes 3-pt jump shot from 28 ft
8:30.0,K. PorziÅÄ£is makes 2-pt jump shot from 7 ft (assist by D. Green),+2,30-32,,
8:01.0,,,30-32,,J. Murray misses 2-pt jump shot from 10 ft
7:56.0,Defensive rebound by P. Spencer,,30-32,,
7:44.0,D. Green makes 2-pt layup from 1 ft (assist by B. Podziemski),+2,32-32,,
7:19.0,,,32-32,,T. Hardaway misses 3-pt jump shot from 26 ft
7:19.0,Defensive rebound by B. Podziemski,,32-32,,
7:11.0,G. Payton makes 2-pt layup from 2 ft (assist by P. Spencer),+2,34-32,,
7:11.0,,,34-32,,Denver full timeout
7:11.0,N. Williams enters the game for D. Green,,34-32,,
7:11.0,,,34-32,,C. Braun enters the game for T. Hardaway
7:11.0,,,34-32,,N. JokiÄ enters the game for C. Johnson
7:11.0,,,34-32,,J. Strawther enters the game for Z. Nnaji
6:54.0,,,34-32,,Turnover by J. Murray (bad pass; steal by B. Podziemski)
6:48.0,G. Payton makes 2-pt layup from 1 ft (assist by P. Spencer),+2,36-32,,
6:36.0,,,36-32,,Personal foul by N. Williams (drawn by J. Murray)
6:32.0,,,36-32,,J. Murray misses 2-pt hook shot from 6 ft
6:30.0,Defensive rebound by G. Payton,,36-32,,
6:10.0,K. PorziÅÄ£is makes 3-pt jump shot from 24 ft (assist by P. Spencer),+3,39-32,,
5:56.0,,,39-34,+2,B. Brown makes 2-pt jump shot from 15 ft
5:46.0,G. Payton makes 2-pt jump shot from 10 ft (assist by P. Spencer),+2,41-34,,
5:37.0,,,41-34,,J. Strawther misses 2-pt layup from 3 ft (block by B. Podziemski)
5:37.0,Defensive rebound by P. Spencer,,41-34,,
5:33.0,K. PorziÅÄ£is makes 3-pt jump shot from 30 ft (assist by P. Spencer),+3,44-34,,
5:31.0,,,44-34,,Denver full timeout
5:31.0,,,44-34,,P. Watson enters the game for J. Murray
5:08.0,,,44-34,,J. Strawther misses 3-pt jump shot from 25 ft
5:05.0,Defensive rebound by B. Podziemski,,44-34,,
4:48.0,K. PorziÅÄ£is misses 2-pt jump shot from 15 ft,,44-34,,
4:46.0,,,44-34,,Defensive rebound by N. JokiÄ
4:43.0,,,44-34,,Offensive foul by J. Strawther (drawn by B. Podziemski)
4:43.0,,,44-34,,Turnover by J. Strawther (offensive foul)
4:43.0,G. Santos enters the game for N. Williams,,44-34,,
4:32.0,P. Spencer misses 3-pt jump shot from 27 ft,,44-34,,
4:28.0,,,44-34,,Defensive rebound by P. Watson
4:24.0,,,44-34,,Turnover by P. Watson (bad pass; steal by K. PorziÅÄ£is)
4:24.0,Personal foul by P. Watson (drawn by K. PorziÅÄ£is),,44-34,,
4:08.0,B. Podziemski makes 3-pt jump shot from 25 ft (assist by G. Payton),+3,47-34,,
3:54.0,,,47-34,,B. Brown misses 2-pt layup from 6 ft
3:54.0,,,47-34,,Offensive rebound by Team
3:54.0,,,47-34,,Flagrant foul type 1 by G. Payton (drawn by P. Watson)
3:54.0,,,47-34,,Instant Replay (Request: Ruling Stands)
3:54.0,D. Melton enters the game for G. Payton,,47-34,,
3:54.0,,,47-35,+1,P. Watson makes flagrant free throw 1 of 2
3:54.0,,,47-36,+1,P. Watson makes flagrant free throw 2 of 2
3:41.0,,,47-36,,Turnover by B. Brown (bad pass; steal by B. Podziemski)
3:38.0,B. Podziemski misses 2-pt layup from 3 ft,,47-36,,
3:35.0,Offensive rebound by P. Spencer,,47-36,,
3:34.0,P. Spencer makes 2-pt layup from 2 ft,+2,49-36,,
3:23.0,,,49-36,,Personal foul by G. Santos (drawn by B. Brown)
3:23.0,,,49-36,,C. Johnson enters the game for B. Brown
3:23.0,,,49-36,,J. Murray enters the game for J. Strawther
3:18.0,,,49-39,+3,N. JokiÄ makes 3-pt jump shot from 26 ft (assist by P. Watson)
2:58.0,D. Melton misses 2-pt layup from 2 ft,,49-39,,
2:57.0,,,49-39,,Defensive rebound by N. JokiÄ
2:51.0,,,49-41,+2,N. JokiÄ makes 2-pt jump shot from 9 ft (assist by P. Watson)
2:51.0,,,49-41,,Shooting foul by K. PorziÅÄ£is (drawn by N. JokiÄ)
2:51.0,D. Green enters the game for K. PorziÅÄ£is,,49-41,,
2:51.0,Q. Post enters the game for P. Spencer,,49-41,,
2:51.0,,,49-42,+1,N. JokiÄ makes free throw 1 of 1
2:35.0,Shooting foul by P. Watson (drawn by B. Podziemski),,49-42,,
2:35.0,B. Podziemski makes free throw 1 of 2,+1,50-42,,
2:35.0,B. Podziemski makes free throw 2 of 2,+1,51-42,,
2:23.0,,,51-42,,Turnover by P. Watson (bad pass; steal by G. Santos)
2:19.0,Turnover by G. Santos (lost ball; steal by C. Johnson),,51-42,,
2:04.0,,,51-42,,P. Watson misses 2-pt jump shot from 13 ft
2:02.0,,,51-42,,Offensive rebound by N. JokiÄ
2:01.0,,,51-42,,N. JokiÄ misses 2-pt layup from 1 ft (block by Q. Post)
1:58.0,Defensive rebound by Q. Post,,51-42,,
1:51.0,Q. Post misses 2-pt layup from 6 ft,,51-42,,
1:48.0,,,51-42,,Defensive rebound by N. JokiÄ
1:43.0,,,51-42,,Turnover by J. Murray (bad pass; steal by D. Melton)
1:38.0,Turnover by D. Melton (lost ball; steal by N. JokiÄ),,51-42,,
1:34.0,,,51-44,+2,P. Watson makes 2-pt jump shot from 12 ft (assist by C. Johnson)
1:32.0,Golden State full timeout,,51-44,,
1:32.0,K. PorziÅÄ£is enters the game for D. Melton,,51-44,,
1:32.0,P. Spencer enters the game for Q. Post,,51-44,,
1:16.0,Personal foul by P. Watson (drawn by K. PorziÅÄ£is),,51-44,,
1:16.0,,,51-44,,T. Hardaway enters the game for P. Watson
1:13.0,G. Santos makes 2-pt layup from 1 ft (assist by D. Green),+2,53-44,,
0:55.0,,,53-44,,N. JokiÄ misses 2-pt jump shot from 8 ft
0:52.0,Defensive rebound by K. PorziÅÄ£is,,53-44,,
0:33.0,G. Santos misses 3-pt jump shot from 26 ft,,53-44,,
0:29.0,,,53-44,,Defensive rebound by T. Hardaway
0:09.0,,,53-46,+2,N. JokiÄ makes 2-pt jump shot from 9 ft (assist by T. Hardaway)
0:02.0,B. Podziemski misses 2-pt jump shot from 11 ft,,53-46,,
0:02.0,,,53-46,,Defensive rebound by N. JokiÄ
0:00.0,End of 2nd quarter,End of 2nd quarter,End of 2nd quarter,End of 2nd quarter,End of 2nd quarter
3rd Q,3rd Q,3rd Q,3rd Q,3rd Q,3rd Q
Time,Golden State,,Score,,Denver
12:00.0,Start of 3rd quarter,Start of 3rd quarter,Start of 3rd quarter,Start of 3rd quarter,Start of 3rd quarter
11:49.0,,,53-46,,N. JokiÄ misses 3-pt jump shot from 26 ft
11:46.0,Defensive rebound by D. Green,,53-46,,
11:36.0,D. Green misses 3-pt jump shot from 24 ft,,53-46,,
11:30.0,,,53-46,,Defensive rebound by J. Murray
11:26.0,,,53-49,+3,C. Johnson makes 3-pt jump shot from 24 ft (assist by J. Murray)
11:05.0,Shooting foul by N. JokiÄ (drawn by G. Santos),,53-49,,
11:05.0,G. Santos makes free throw 1 of 2,+1,54-49,,
11:05.0,G. Santos makes free throw 2 of 2,+1,55-49,,
10:50.0,,,55-52,+3,P. Watson makes 3-pt jump shot from 27 ft (assist by J. Murray)
10:30.0,K. PorziÅÄ£is makes 2-pt jump shot from 12 ft,+2,57-52,,
10:09.0,,,57-55,+3,N. JokiÄ makes 3-pt jump shot from 27 ft (assist by J. Murray)
10:04.0,Personal foul by N. JokiÄ (drawn by D. Green),,57-55,,
9:58.0,K. PorziÅÄ£is misses 2-pt jump shot from 5 ft (block by P. Watson),,57-55,,
9:55.0,,,57-55,,Defensive rebound by C. Johnson
9:49.0,,,57-55,,P. Watson misses 2-pt jump shot from 13 ft
9:44.0,Defensive rebound by B. Podziemski,,57-55,,
9:39.0,B. Podziemski makes 2-pt jump shot from 8 ft,+2,59-55,,
9:26.0,Violation by Team (kicked ball),,59-55,,
9:20.0,,,59-55,,P. Watson misses 3-pt jump shot from 26 ft
9:17.0,Defensive rebound by D. Melton,,59-55,,
9:02.0,K. PorziÅÄ£is makes 2-pt hook shot from 7 ft (assist by D. Green),+2,61-55,,
8:49.0,,,61-55,,C. Braun misses 3-pt jump shot from 23 ft
8:45.0,,,61-55,,Offensive rebound by N. JokiÄ
8:39.0,,,61-58,+3,J. Murray makes 3-pt jump shot from 26 ft (assist by N. JokiÄ)
8:12.0,D. Melton misses 3-pt jump shot from 24 ft,,61-58,,
8:10.0,,,61-58,,Defensive rebound by Team
8:10.0,L. Cryer enters the game for B. Podziemski,,61-58,,
8:10.0,G. Payton enters the game for K. PorziÅÄ£is,,61-58,,
8:00.0,Golden State full timeout,,61-58,,
8:00.0,Instant Replay (Challenge: Ruling Stands),,61-58,,
8:00.0,,,61-58,,T. Hardaway enters the game for C. Johnson
8:00.0,,,61-58,,Turnover by N. JokiÄ (bad pass)
7:43.0,L. Cryer misses 3-pt jump shot from 28 ft,,61-58,,
7:36.0,,,61-58,,Defensive rebound by P. Watson
7:26.0,,,61-61,+3,T. Hardaway makes 3-pt jump shot from 25 ft (assist by P. Watson)
7:26.0,,,61-61,,Shooting foul by G. Santos (drawn by T. Hardaway)
7:26.0,,,61-62,+1,T. Hardaway makes free throw 1 of 1
7:14.0,G. Payton makes 2-pt layup from 3 ft (assist by D. Green),+2,63-62,,
6:57.0,,,63-62,,J. Murray misses 3-pt jump shot from 27 ft
6:52.0,Defensive rebound by G. Santos,,63-62,,
6:47.0,L. Cryer misses 3-pt jump shot from 27 ft,,63-62,,
6:46.0,,,63-62,,Defensive rebound by N. JokiÄ
6:40.0,,,63-62,,P. Watson misses 2-pt jump shot from 2 ft
6:38.0,Defensive rebound by G. Santos,,63-62,,
6:27.0,Turnover by D. Green (bad pass; steal by J. Murray),,63-62,,
6:07.0,,,63-62,,T. Hardaway misses 2-pt jump shot from 15 ft
6:04.0,Defensive rebound by G. Santos,,63-62,,
5:48.0,D. Green makes 2-pt layup from 2 ft (assist by G. Santos),+2,65-62,,
5:48.0,Shooting foul by N. JokiÄ (drawn by D. Green),,65-62,,
5:48.0,P. Spencer enters the game for D. Melton,,65-62,,
5:48.0,,,65-62,,Z. Nnaji enters the game for P. Watson
5:48.0,D. Green makes free throw 1 of 1,+1,66-62,,
5:24.0,,,66-64,+2,C. Braun makes 2-pt layup from 1 ft
5:03.0,G. Payton misses 3-pt jump shot from 23 ft,,66-64,,
4:59.0,Offensive rebound by G. Santos,,66-64,,
4:58.0,P. Spencer misses 3-pt jump shot from 27 ft,,66-64,,
4:55.0,,,66-64,,Defensive rebound by N. JokiÄ
4:50.0,,,66-64,,Personal foul by D. Green (drawn by N. JokiÄ)
4:50.0,S. Curry enters the game for L. Cryer,,66-64,,
4:50.0,B. Podziemski enters the game for D. Green,,66-64,,
4:50.0,K. PorziÅÄ£is enters the game for G. Santos,,66-64,,
4:41.0,,,66-67,+3,N. JokiÄ makes 3-pt jump shot from 27 ft (assist by J. Murray)
4:14.0,P. Spencer misses 2-pt jump shot from 11 ft,,66-67,,
4:12.0,,,66-67,,Defensive rebound by N. JokiÄ
4:10.0,,,66-67,,Turnover by N. JokiÄ (bad pass; steal by P. Spencer)
4:06.0,B. Podziemski makes 3-pt jump shot from 24 ft (assist by P. Spencer),+3,69-67,,
3:59.0,,,69-67,,Shooting foul by S. Curry (drawn by C. Braun)
3:59.0,,,69-68,+1,C. Braun makes free throw 1 of 2
3:59.0,N. Williams enters the game for G. Payton,,69-68,,
3:59.0,,,69-69,+1,C. Braun makes free throw 2 of 2
3:44.0,P. Spencer misses 2-pt dunk from 4 ft (block by J. Murray),,69-69,,
3:41.0,Offensive rebound by P. Spencer,,69-69,,
3:40.0,B. Podziemski misses 2-pt jump shot from 13 ft,,69-69,,
3:40.0,,,69-69,,Defensive rebound by C. Braun
3:33.0,,,69-71,+2,C. Braun makes 2-pt layup from 2 ft
3:18.0,S. Curry misses 3-pt jump shot from 23 ft,,69-71,,
3:13.0,,,69-71,,Defensive rebound by Z. Nnaji
3:10.0,,,69-71,,T. Hardaway misses 3-pt jump shot from 26 ft
3:07.0,Defensive rebound by S. Curry,,69-71,,
2:49.0,K. PorziÅÄ£is misses 2-pt hook shot from 6 ft,,69-71,,
2:48.0,,,69-71,,Defensive rebound by N. JokiÄ
2:43.0,,,69-74,+3,T. Hardaway makes 3-pt jump shot from 24 ft (assist by N. JokiÄ)
2:41.0,Golden State full timeout,,69-74,,
2:41.0,,,69-74,,B. Brown enters the game for J. Murray
2:41.0,,,69-74,,J. Strawther enters the game for Z. Nnaji
2:31.0,Personal foul by B. Brown (drawn by P. Spencer),,69-74,,
2:20.0,N. Williams misses 2-pt layup from 3 ft,,69-74,,
2:17.0,,,69-74,,Defensive rebound by B. Brown
2:12.0,,,69-76,+2,B. Brown makes 2-pt layup from 1 ft (assist by N. JokiÄ)
2:01.0,Personal foul by C. Braun (drawn by K. PorziÅÄ£is),,69-76,,
2:01.0,K. PorziÅÄ£is makes free throw 1 of 2,+1,70-76,,
2:01.0,D. Green enters the game for P. Spencer,,70-76,,
2:01.0,D. Melton enters the game for N. Williams,,70-76,,
2:01.0,K. PorziÅÄ£is makes free throw 2 of 2,+1,71-76,,
1:43.0,,,71-78,+2,N. JokiÄ makes 2-pt hook shot from 10 ft
1:28.0,K. PorziÅÄ£is makes 3-pt jump shot from 25 ft (assist by D. Green),+3,74-78,,
1:17.0,,,74-78,,N. JokiÄ misses 3-pt jump shot from 27 ft
1:15.0,,,74-78,,Offensive rebound by T. Hardaway
1:15.0,,,74-80,+2,T. Hardaway makes 2-pt jump shot from 10 ft
1:15.0,,,74-80,,Shooting foul by B. Podziemski (drawn by T. Hardaway)
1:15.0,G. Santos enters the game for K. PorziÅÄ£is,,74-80,,
1:15.0,,,74-81,+1,T. Hardaway makes free throw 1 of 1
0:58.0,Turnover by G. Santos (traveling),,74-81,,
0:58.0,G. Payton enters the game for S. Curry,,74-81,,
0:36.0,,,74-83,+2,N. JokiÄ makes 2-pt jump shot from 14 ft (assist by T. Hardaway)
0:24.0,D. Green misses 3-pt jump shot from 24 ft,,74-83,,
0:22.0,,,74-83,,Defensive rebound by C. Braun
0:03.0,,,74-86,+3,J. Strawther makes 3-pt jump shot from 24 ft (assist by N. JokiÄ)
0:00.0,Team misses heave shot,,74-86,,
0:00.0,Offensive rebound by Team,,74-86,,
0:00.0,End of 3rd quarter,End of 3rd quarter,End of 3rd quarter,End of 3rd quarter,End of 3rd quarter
4th Q,4th Q,4th Q,4th Q,4th Q,4th Q
Time,Golden State,,Score,,Denver
12:00.0,Start of 4th quarter,Start of 4th quarter,Start of 4th quarter,Start of 4th quarter,Start of 4th quarter
11:43.0,L. Cryer misses 3-pt jump shot from 24 ft,,74-86,,
11:39.0,,,74-86,,Defensive rebound by J. ValanÄiÅ«nas
11:22.0,,,74-86,,B. Brown misses 2-pt layup from 3 ft
11:21.0,Defensive rebound by G. Santos,,74-86,,
11:10.0,G. Payton makes 3-pt jump shot from 24 ft (assist by L. Cryer),+3,77-86,,
10:58.0,,,77-86,,Personal foul by G. Payton (drawn by J. Murray)
10:50.0,,,77-86,,B. Brown misses 3-pt jump shot from 24 ft
10:47.0,,,77-86,,Offensive rebound by Team
10:39.0,,,77-88,+2,J. Murray makes 2-pt jump shot from 7 ft
10:39.0,,,77-88,,Shooting foul by G. Payton (drawn by J. Murray)
10:39.0,D. Melton enters the game for G. Payton,,77-88,,
10:39.0,,,77-89,+1,J. Murray makes free throw 1 of 1
10:24.0,Turnover by K. PorziÅÄ£is (bad pass; steal by T. Hardaway),,77-89,,
10:14.0,,,77-89,,Personal foul by L. Cryer (drawn by J. ValanÄiÅ«nas)
10:09.0,,,77-92,+3,J. Murray makes 3-pt jump shot from 26 ft (assist by J. ValanÄiÅ«nas)
10:07.0,Golden State full timeout,,77-92,,
10:07.0,G. Payton enters the game for L. Cryer,,77-92,,
10:07.0,B. Podziemski enters the game for P. Spencer,,77-92,,
9:48.0,G. Payton makes 2-pt layup from 2 ft (assist by G. Santos),+2,79-92,,
9:30.0,,,79-92,,B. Brown misses 2-pt jump shot from 12 ft
9:27.0,Defensive rebound by G. Payton,,79-92,,
9:13.0,B. Podziemski makes 3-pt jump shot from 25 ft (assist by D. Melton),+3,82-92,,
8:50.0,,,82-92,,B. Brown misses 2-pt layup from 1 ft
8:49.0,Defensive rebound by G. Santos,,82-92,,
8:47.0,Personal foul by B. Brown (drawn by B. Podziemski),,82-92,,
8:47.0,Instant Replay (Request: Stands),,82-92,,
8:33.0,Turnover by G. Santos (bad pass; steal by J. Murray),,82-92,,
8:23.0,,,82-94,+2,J. Strawther makes 2-pt layup from 2 ft
8:06.0,Turnover by D. Melton (bad pass; steal by B. Brown),,82-94,,
8:00.0,,,82-97,+3,T. Hardaway makes 3-pt jump shot from 23 ft (assist by J. Strawther)
7:56.0,Golden State full timeout,,82-97,,
7:56.0,D. Green enters the game for G. Payton,,82-97,,
7:56.0,P. Spencer enters the game for K. PorziÅÄ£is,,82-97,,
7:36.0,B. Podziemski makes 3-pt jump shot from 27 ft (assist by P. Spencer),+3,85-97,,
7:10.0,,,85-99,+2,J. Murray makes 2-pt jump shot from 12 ft
6:53.0,Personal foul by B. Brown (drawn by B. Podziemski),,85-99,,
6:53.0,,,85-99,,C. Braun enters the game for T. Hardaway
6:53.0,,,85-99,,N. JokiÄ enters the game for J. Murray
6:53.0,,,85-99,,P. Watson enters the game for J. ValanÄiÅ«nas
6:39.0,D. Green misses 2-pt jump shot from 8 ft,,85-99,,
6:34.0,,,85-99,,Defensive rebound by Team
