team_id,season,raptor_offense,raptor_defense,raptor_total,war_total
ATL,2004,-0.460115548857071,-0.8668425018839487,-1.3122481788495355,14.47
BKN,2004,-0.3902562801319462,0.9469779243846738,0.5453184470946459,33.00999999999999
BOS,2004,-0.1948540979446841,-0.30548084242578033,-0.5191930981984267,22.66
CHI,2004,-1.426817952597075,-0.31465456379223405,-1.7529904185577405,10.15
CLE,2004,-0.3502996726265423,-0.4411785444472424,-0.7915890203978847,19.79
DAL,2004,1.984084827063873,-0.7331986872002021,1.2524968442312547,40.13000000000001
DEN,2004,0.22782564622402424,0.176796756208819,0.4028788646730867,31.730000000000004
DET,2004,-0.11858948432760354,1.5187765419615775,1.4303538928210313,41.980000000000004
GSW,2004,0.015190128431125719,-0.06036262906069,-0.056595316041299415,27.25
HOU,2004,-0.3911791269443052,0.9505368790767685,0.5757601605619669,33.73
IND,2004,0.2570562989144154,1.160944206008584,1.427437515778844,42.09
LAC,2004,0.058025751072961235,-1.0981570310527642,-1.0561474375157789,17.12
LAL,2004,0.6127020901536139,0.5266280533870562,1.1168118861747671,39.12
MEM,2004,0.42479879275653926,0.31946177062374237,0.7477766599597587,35.49
MIA,2004,-0.13520627689192613,0.13026575550493544,-0.005517590483421872,27.599999999999998
MIL,2004,0.7703235591506572,-0.6097876643073811,0.12521739130434784,29.08
MIN,2004,0.686848899012908,0.8821361680587192,1.5993216907112124,43.480000000000004
NOP,2004,-0.1559757942511347,-0.017049924357034812,-0.15406454866364097,26.22
NYK,2004,-0.2789185110663983,-0.23729376257545273,-0.5187072434607647,22.939999999999998
OKC,2004,0.9139106286291341,-0.9373037111840444,-0.03511234536733152,27.37
ORL,2004,-0.16565305093292998,-1.7808724155320221,-1.9429046898638431,8.230000000000004
PHI,2004,-0.8096247796524805,0.0519617224880382,-0.7867690757995468,19.89
PHX,2004,-0.3643081601621896,-0.4649721236695388,-0.8346274708565634,19.210000000000004
POR,2004,0.160015015015015,-0.34292292292292287,-0.1913413413413413,25.990000000000002
SAC,2004,1.59798786653185,-0.1813599595551061,1.4070980788675427,41.79
SAS,2004,-0.01747911921032654,2.0577271576815996,2.03526702100734,48.13
TOR,2004,-1.250760760760761,0.3360860860860861,-0.9306756756756756,18.790000000000003
UTA,2004,-0.21364509605662282,0.022896865520728026,-0.20552072800808904,25.67
WAS,2004,-0.9799495713565306,-0.6032375189107413,-1.5838073625819467,11.779999999999998
ATL,2005,-1.292490556534878,-1.2730143540669856,-2.573130193905817,1.8499999999999999
BKN,2005,-0.9738055764883194,0.5033609645817635,-0.48366742024616927,23.089999999999996
BOS,2005,0.2785462776659962,-0.19082997987927564,0.1312977867203218,29.139999999999997
CHA,2005,-1.140261569416499,-0.4614134808853119,-1.60841046277666,11.540000000000004
CHI,2005,-0.9378567826525465,1.1350176500252145,0.19579929399899135,29.75
CLE,2005,0.10803324099722991,-0.007292873331654533,0.11985897758750941,28.869999999999997
DAL,2005,0.9960415610745056,0.5872681196147997,1.5438976178408519,43.17
DEN,2005,0.0004960769425461864,0.5612908124525438,0.5667932169071122,33.39
DET,2005,-0.055810573791029855,0.9987421698822351,0.9353044349787021,37.35
GSW,2005,-0.32504898266767146,-0.13221301180607892,-0.46922381311228334,23.32
HOU,2005,0.0926416519768321,1.0586602870813395,1.1564492571140772,39.540000000000006
IND,2005,-0.09476513438834464,0.2648430042702838,0.171358955036423,29.650000000000002
LAC,2005,-0.12736395406889664,-0.027044433349975007,-0.13080878681977037,26.419999999999995
LAL,2005,0.3733872598584429,-1.0583367037411529,-0.6675783619817997,20.98
MEM,2005,-0.04447094646028925,0.7631667089571176,0.7198071555442782,34.730000000000004
MIA,2005,0.9357557557557556,0.6442042042042041,1.5852602602602601,44.08
MIL,2005,0.06479777553083918,-0.8938725985844287,-0.7997219413549039,19.64
MIN,2005,0.46744621614781057,-0.020151860288534478,0.4510402429764615,32.03
NOP,2005,-1.3832313095835422,-0.388901154039137,-1.797290516808831,9.76
NYK,2005,-0.0005985915492957563,-0.6931438631790744,-0.7187676056338029,20.47
OKC,2005,1.3146393318147307,-0.609501392052645,0.6930447987851179,34.58
ORL,2005,-0.2808627251966507,-0.3705556965237249,-0.6421568129916264,21.13
PHI,2005,-0.5562729790984638,0.2707076303198187,-0.27081339712918673,25.209999999999997
PHX,2005,1.8787411526794746,-0.049843276036400416,1.816607684529828,45.8
POR,2005,-0.6701672579827672,-0.32771414090217943,-0.9891485048150026,17.740000000000006
SAC,2005,0.9433593553261144,-0.3215109544195417,0.6567212289095945,34.39000000000001
SAS,2005,0.44209038121686456,1.6875233526887148,2.137470335773795,49.18
TOR,2005,0.12527139611209287,-0.6288361524867457,-0.49566271143650587,22.89
UTA,2005,-0.3437462082912032,-0.7096006066734075,-1.0507280080889787,16.979999999999997
WAS,2005,0.23266430738119306,-0.37625379170879675,-0.16187057633973712,26.17
ATL,2006,-0.07355766812534588,-1.2086313565716011,-1.2695186358835067,14.989999999999998
BKN,2006,-0.4854550050556116,0.7939686552072801,0.32698179979777564,30.770000000000003
BOS,2006,-0.2601297656171412,-0.16828286892666738,-0.4338798913590181,23.500000000000004
CHA,2006,-0.8434284565916398,-0.1592895900321544,-1.026617765273312,17.59
CHI,2006,-0.4788365901441704,0.5740744461747124,0.11371376902597073,29.09
CLE,2006,0.3670247100353002,0.21138678769541086,0.5815128593040846,33.58
DAL,2006,1.2825796066200514,0.3551134362895518,1.6216157754414207,44.22
DEN,2006,-0.14627929148477092,0.23167745496512618,0.09373776908023487,28.900000000000006
DET,2006,1.0333551835417507,0.7489209358612344,1.7835720048406618,45.52
GSW,2006,-0.26687512608432534,-0.0253126891264878,-0.303580794835586,24.82
HOU,2006,-0.9396187402289576,0.5686923193302736,-0.3787281254727923,24.160000000000004
IND,2006,-0.36682716675114047,0.8118753167764825,0.4623720223010643,32.3
LAC,2006,-0.12430944806342462,0.5664293288895622,0.43765086098065936,32.11
LAL,2006,0.550831066787549,0.1375390349551728,0.6460310264934017,34.550000000000004
MEM,2006,0.03868043314026703,1.0314530345001258,1.0595215311004786,38.48
MIA,2006,0.5339205264490002,0.4278663629460896,0.9601518602885345,37.37
MIL,2006,0.005403635997381235,-0.26648537039834824,-0.26777962431384383,25.01
MIN,2006,-0.7831075295895241,0.2903701838327878,-0.49126668345504915,22.830000000000002
NOP,2006,-0.5157629001312735,-0.11559628395435724,-0.665177219024538,21.020000000000003
NYK,2006,-0.6044503537203352,-1.0856504942050071,-1.7020872008429082,10.7
